"","NETWORTH","YEAR","name","gender","source_id","sector_id","age","WGT","avg_cpi","adj_value","base_year","pct_increase","CPI","NETWORTH_2019"
"2741",2500000000,2020,"Leon G. Cooperman","M","hedge funds","Finance & Investments",77,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2742",2500000000,2020,"Phillip Frost","M","pharmaceuticals","Healthcare",84,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2743",2500000000,2020,"Brad Kelley","M","tobacco","Real Estate",64,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2744",2500000000,2020,"C. Dean Metropoulos","M","investments","Food & Beverage",74,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2745",2500000000,2020,"H. Ross Perot, Jr.","M","real estate","Real Estate",62,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2746",2500000000,2020,"John Pritzker","M","hotels, investments","Finance & Investments",67,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2747",2500000000,2020,"Rodney Sacks","M","energy drinks","Food & Beverage",71,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2748",2500000000,2020,"Leonard Schleifer","M","pharmaceuticals","Healthcare",68,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2749",2500000000,2020,"Pat Stryker","F","medical equipment","Healthcare",64,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2750",2500000000,2020,"Glen Taylor","M","printing","Service",79,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2751",2500000000,2020,"Donald Trump","M","real estate","Real Estate",74,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2752",2500000000,2020,"Vincent Viola","M","electronic trading","Finance & Investments",65,1,258.8441,1.01,"2019",1.248374,0.990099,2475247525
"2753",2400000000,2020,"Jim Breyer","M","venture capital","Technology",59,1,258.8441,1.01,"2019",1.248374,0.990099,2376237624
"2754",2400000000,2020,"James Clark","M","Netscape, investments","Technology",76,1,258.8441,1.01,"2019",1.248374,0.990099,2376237624
"2755",2400000000,2020,"John Fisher","M","Gap","Fashion & Retail",59,1,258.8441,1.01,"2019",1.248374,0.990099,2376237624
"2756",2400000000,2020,"Vinod Khosla","M","venture capital","Technology",66,1,258.8441,1.01,"2019",1.248374,0.990099,2376237624
"2757",2400000000,2020,"Daniel Pritzker","M","hotels, investments","Service",61,1,258.8441,1.01,"2019",1.248374,0.990099,2376237624
"2758",2400000000,2020,"Charles Zegar","M","Bloomberg LP","Media & Entertainment",72,1,258.8441,1.01,"2019",1.248374,0.990099,2376237624
"2759",2300000000,2020,"Sid Bass","M","oil, investments","Energy",78,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2760",2300000000,2020,"Aneel Bhusri","M","business software","Technology",55,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2761",2300000000,2020,"Todd Christopher","M","hair care products","Fashion & Retail",58,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2762",2300000000,2020,"Jim Coulter","M","private equity","Finance & Investments",61,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2763",2300000000,2020,"Doris Fisher","F","Gap","Fashion & Retail",89,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2764",2300000000,2020,"Rakesh Gangwal","M","airline","Service",67,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2765",2300000000,2020,"Valentin Gapontsev","M","lasers","Manufacturing",81,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2766",2300000000,2020,"Noam Gottesman","M","hedge funds","Finance & Investments",59,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2767",2300000000,2020,"Joseph Grendys","M","poultry processing","Food & Beverage",59,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2768",2300000000,2020,"Jim Kavanaugh","M","IT provider","Technology",58,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2769",2300000000,2020,"Clayton Mathile","M","pet food","Food & Beverage",80,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2770",2300000000,2020,"Stewart Rahr","M","drug distribution","Healthcare",74,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2771",2300000000,2020,"Chad Richison","M","payroll processing","Technology",50,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2772",2300000000,2020,"Phil Ruffin","M","casinos, real estate","Diversified",85,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2773",2300000000,2020,"Brian Sheth","M","investments","Finance & Investments",45,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2774",2300000000,2020,"E. Joe Shoen","M","U-Haul","Automotive",71,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2775",2300000000,2020,"Kavitark Ram Shriram","M","venture capital, Google","Technology",64,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2776",2300000000,2020,"Ty Warner","M","real estate, plush toys","Real Estate",76,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2777",2300000000,2020,"Jerry Yang","M","Yahoo","Technology",52,1,258.8441,1.01,"2019",1.248374,0.990099,2277227723
"2778",2200000000,2020,"Bill Austin","M","hearing aids","Manufacturing",78,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2779",2200000000,2020,"Timothy Boyle","M","Columbia Sportswear","Fashion & Retail",71,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2780",2200000000,2020,"Robert Duggan","M","pharmaceuticals","Healthcare",76,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2781",2200000000,2020,"David Gottesman","M","investments","Finance & Investments",94,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2782",2200000000,2020,"Jeffrey Gundlach","M","investments","Finance & Investments",62,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2783",2200000000,2020,"Jim McKelvey","M","mobile payments","Technology",55,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2784",2200000000,2020,"Bob Parsons","M","web hosting","Technology",70,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2785",2200000000,2020,"Phillip T. (Terry) Ragon","M","health IT","Technology",71,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2786",2200000000,2020,"J. Joe Ricketts","M","TD Ameritrade","Finance & Investments",79,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2787",2200000000,2020,"Alice Schwartz","F","biotech","Healthcare",94,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2788",2200000000,2020,"Ted Turner","M","cable television","Media & Entertainment",82,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2789",2200000000,2020,"David Walentas","M","real estate","Real Estate",82,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2790",2200000000,2020,"Evan Williams","M","Twitter","Technology",48,1,258.8441,1.01,"2019",1.248374,0.990099,2178217822
"2791",2100000000,2020,"William Ackman","M","hedge funds","Finance & Investments",54,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2792",2100000000,2020,"Jose E. Feliciano","M","private equity","Finance & Investments",47,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2793",2100000000,2020,"Gerald Ford","M","banking","Finance & Investments",76,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2794",2100000000,2020,"Gordon Getty","M","Getty Oil","Energy",87,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2795",2100000000,2020,"Alec Gores","M","private equity","Finance & Investments",67,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2796",2100000000,2020,"Bradley Jacobs","M","logistics","Logistics",64,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2797",2100000000,2020,"Bruce Karsh","M","private equity","Finance & Investments",65,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2798",2100000000,2020,"Howard Marks","M","private equity","Finance & Investments",74,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2799",2100000000,2020,"William Stone","M","software","Technology",65,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2800",2100000000,2020,"Peter Thiel","M","Facebook","Finance & Investments",53,1,258.8441,1.01,"2019",1.248374,0.990099,2079207921
"2801",135000000,1983," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",77,1,99.58333,0.39,"2019",-61.0474,2.564103,346153846
"2802",150000000,1984," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",78,1,103.9333,0.41,"2019",-59.34587,2.439024,365853659
"2803",200000000,1985," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",79,1,107.6,0.42,"2019",-57.91163,2.380952,476190476
"2804",220000000,1986," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",80,1,109.6917,0.43,"2019",-57.09346,2.325581,511627907
"2805",250000000,1987," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",81,1,113.6167,0.44,"2019",-55.55818,2.272727,568181818
"2806",290000000,1988," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",82,1,118.275,0.46,"2019",-53.73604,2.173913,630434783
"2807",490000000,1989," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",83,1,123.9417,0.48,"2019",-51.51949,2.083333,1020833333
"2808",400000000,1990," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",84,1,130.6583,0.51,"2019",-48.89223,1.960784,784313725
"2809",400000000,1991," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",85,1,136.1667,0.53,"2019",-46.73761,1.886792,754716981
"2810",460000000,1992," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",86,1,140.3083,0.55,"2019",-45.11758,1.818182,836363636
"2811",480000000,1993," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",87,1,144.475,0.57,"2019",-43.48776,1.754386,842105263
"2812",525000000,1994," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",88,1,148.225,0.58,"2019",-42.02093,1.724138,905172414
"2813",490000000,1995," A.L. Ellis",NA,"Banking, real estate","Finance: Money management",89,1,152.3833,0.6,"2019",-40.39437,1.666667,816666667
"2814",333000000,1982," A.N. Pritzker",NA,"Financier","Industrial: Diversified/other",86,1,96.53333,0.38,"2019",-62.24042,2.631579,876315789
"2815",500000000,1983," A.N. Pritzker",NA,"Financier","Industrial: Diversified/other",87,1,99.58333,0.39,"2019",-61.0474,2.564103,1282051282
"2816",500000000,1984," A.N. Pritzker",NA,"Financier","Industrial: Diversified/other",88,1,103.9333,0.41,"2019",-59.34587,2.439024,1219512195
"2817",500000000,1985," A.N. Pritzker",NA,"Financier","Industrial: Diversified/other",89,1,107.6,0.42,"2019",-57.91163,2.380952,1190476190
"2818",275000000,1986," Aaron Spelling",NA,"Television","Industrial: Media",63,1,109.6917,0.43,"2019",-57.09346,2.325581,639534884
"2819",345000000,1989," Aaron Spelling",NA,"Television","Industrial: Media",66,1,123.9417,0.48,"2019",-51.51949,2.083333,718750000
"2820",300000000,1990," Aaron Spelling",NA,"Television","Industrial: Media",67,1,130.6583,0.51,"2019",-48.89223,1.960784,588235294
"2821",295000000,1991," Aaron Spelling",NA,"Television","Industrial: Media",68,1,136.1667,0.53,"2019",-46.73761,1.886792,556603774
"2822",300000000,1992," Aaron Spelling",NA,"Television","Industrial: Media",69,1,140.3083,0.55,"2019",-45.11758,1.818182,545454545
"2823",300000000,1993," Aaron Spelling",NA,"Television","Industrial: Media",70,1,144.475,0.57,"2019",-43.48776,1.754386,526315789
"2824",310000000,1994," Aaron Spelling",NA,"Television","Industrial: Media",71,1,148.225,0.58,"2019",-42.02093,1.724138,534482759
"2825",200000000,1982," Abby Milton O'Neil",NA,"Oil","Industrial: Energy",54,1,96.53333,0.38,"2019",-62.24042,2.631579,526315789
"2826",300000000,1983," Abby Milton O'Neil",NA,"Investments","Industrial: Energy",55,1,99.58333,0.39,"2019",-61.0474,2.564103,769230769
"2827",300000000,1984," Abby Milton O'Neil",NA,"Investments","Industrial: Energy",56,1,103.9333,0.41,"2019",-59.34587,2.439024,731707317
"2828",425000000,1985," Abby Milton O'Neil",NA,"Investments","Industrial: Energy",57,1,107.6,0.42,"2019",-57.91163,2.380952,1011904762
"2829",185000000,1986," Abby Milton O'Neil",NA,"Investments","Industrial: Energy",58,1,109.6917,0.43,"2019",-57.09346,2.325581,430232558
"2830",100000000,1982," Abby Rockefeller Simpson",NA,"Oil, real estate","Industrial: Energy",25,1,96.53333,0.38,"2019",-62.24042,2.631579,263157895
"2831",150000000,1983," Abby Rockefeller Simpson",NA,"Investments","Industrial: Energy",26,1,99.58333,0.39,"2019",-61.0474,2.564103,384615385
"2832",150000000,1984," Abby Rockefeller Simpson",NA,"Investments","Industrial: Energy",27,1,103.9333,0.41,"2019",-59.34587,2.439024,365853659
"2833",200000000,1985," Abby Rockefeller Simpson",NA,"Investments","Industrial: Energy",28,1,107.6,0.42,"2019",-57.91163,2.380952,476190476
"2834",1900000000,1995," Abigail Johnson",NA,"Fidelity Investments","Finance: Money management",33,1,152.3833,0.6,"2019",-40.39437,1.666667,3166666667
"2835",2500000000,1996," Abigail Johnson",NA,"Fidelity Investments","Finance: Money management",34,1,156.8583,0.61,"2019",-38.64395,1.639344,4098360656
"2836",3400000000,1997," Abigail Johnson",NA,"Fidelity Investments","Finance: Money management",35,1,160.525,0.63,"2019",-37.20971,1.587302,5396825397
"2837",4200000000,1998," Abigail Johnson",NA,"Fidelity Investments","Finance: Money management",36,1,163.0083,0.64,"2019",-36.23834,1.5625,6562500000
"2838",7400000000,1999," Abigail Johnson",NA,"Fidelity Investments","Finance: Money management",37,1,166.5833,0.65,"2019",-34.83996,1.538462,11384615385
"2839",10000000000,2000," Abigail Johnson",NA,"Fidelity Investments","Finance: Money management",38,1,172.1917,0.67,"2019",-32.64622,1.492537,14925373134
"2840",9100000000,2001," Abigail Johnson",NA,"Fidelity","Finance: Money management",39,1,177.0417,0.69,"2019",-30.74912,1.449275,13188405797
"2841",8200000000,2002," Abigail Johnson",NA,"mutual funds","Finance: Money management",40,1,179.8667,0.7,"2019",-29.6441,1.428571,11714285714
"2842",9800000000,2003," Abigail Johnson",NA,"mutual funds","Finance: Money management",41,1,184,0.72,"2019",-28.02733,1.388889,13611111111
"2843",12000000000,2004," Abigail Johnson",NA,"Fidelity","Finance: Money management",42,1,188.9083,0.74,"2019",-26.1074,1.351351,16216216216
"2844",12500000000,2005," Abigail Johnson",NA,"Fidelity","Finance: Money management",43,1,195.2667,0.76,"2019",-23.6203,1.315789,16447368421
"2845",13000000000,2006," Abigail Johnson",NA,"Fidelity","Finance: Money management",44,1,201.5583,0.79,"2019",-21.15928,1.265823,16455696203
"2846",15000000000,2007," Abigail Johnson",NA,"Fidelity","Finance: Money management",45,1,207.3442,0.81,"2019",-18.89612,1.234568,18518518519
"2847",15000000000,2008," Abigail Johnson",NA,"Fidelity","Finance: Money management",46,1,215.2543,0.84,"2019",-15.80204,1.190476,17857142857
"2848",11500000000,2009," Abigail Johnson",NA,"Fidelity","Finance: Money management",47,1,214.5647,0.84,"2019",-16.07178,1.190476,13690476190
"2849",11300000000,2010," Abigail Johnson",NA,"Fidelity","Finance: Money management",48,1,218.0762,0.85,"2019",-14.69823,1.176471,13294117647
"2850",11700000000,2011," Abigail Johnson",NA,"Fidelity","Finance: Money management",49,1,224.923,0.88,"2019",-12.02006,1.136364,13295454545
"2851",11800000000,2012," Abigail Johnson",NA,"Fidelity","Finance: Money management",50,1,229.5861,0.9,"2019",-10.19606,1.111111,13111111111
"2852",17200000000,2013," Abigail Johnson",NA,"Money Management","Finance: Money management",51,1,232.9518,0.91,"2019",-8.879563,1.098901,18901098901
"2853",480000000,1996," Abraham Gosman",NA,"Mediplex, et.","Industrial: Technology-medical",67,1,156.8583,0.61,"2019",-38.64395,1.639344,786885246
"2854",300000000,1987," Abraham Spiegel",NA,"Columbia Savings & Loan","Finance: Other",81,1,113.6167,0.44,"2019",-55.55818,2.272727,681818182
"2855",475000000,1990," Alan Ashton",NA,"WordPerfect","Industrial: Technology-computer",45,1,130.6583,0.51,"2019",-48.89223,1.960784,931372549
"2856",600000000,1991," Alan Ashton",NA,"WordPerfect","Industrial: Technology-computer",49,1,136.1667,0.53,"2019",-46.73761,1.886792,1132075472
"2857",840000000,1992," Alan Ashton",NA,"WordPerfect","Industrial: Technology-computer",50,1,140.3083,0.55,"2019",-45.11758,1.818182,1527272727
"2858",450000000,1993," Alan Ashton",NA,"WordPerfect","Industrial: Technology-computer",51,1,144.475,0.57,"2019",-43.48776,1.754386,789473684
"2859",440000000,1994," Alan Ashton",NA,"WordPerfect","Industrial: Technology-computer",52,1,148.225,0.58,"2019",-42.02093,1.724138,758620690
"2860",450000000,1995," Alan Ashton",NA,"WordPerfect","Industrial: Technology-computer",53,1,152.3833,0.6,"2019",-40.39437,1.666667,750000000
"2861",800000000,2002," Alan Casden",NA,"real estate","Real Estate",56,1,179.8667,0.7,"2019",-29.6441,1.428571,1142857143
"2862",775000000,2003," Alan Casden",NA,"real estate","Real Estate",57,1,184,0.72,"2019",-28.02733,1.388889,1076388889
"2863",1200000000,2005," Alan Casden",NA,"Real estate","Real Estate",59,1,195.2667,0.76,"2019",-23.6203,1.315789,1578947368
"2864",1500000000,2006," Alan Casden",NA,"real estate","Real Estate",60,1,201.5583,0.79,"2019",-21.15928,1.265823,1898734177
"2865",2000000000,2007," Alan Casden",NA,"Real Estate","Real Estate",61,1,207.3442,0.81,"2019",-18.89612,1.234568,2469135802
"2866",2400000000,2008," Alan Casden",NA,"real estate","Real Estate",62,1,215.2543,0.84,"2019",-15.80204,1.190476,2857142857
"2867",1850000000,2009," Alan Casden",NA,"real estate","Real Estate",63,1,214.5647,0.84,"2019",-16.07178,1.190476,2202380952
"2868",1900000000,2010," Alan Casden",NA,"real estate","Real Estate",64,1,218.0762,0.85,"2019",-14.69823,1.176471,2235294118
"2869",1200000000,2011," Alan Casden",NA,"Real Estate","Real Estate",65,1,224.923,0.88,"2019",-12.02006,1.136364,1363636364
"2870",400000000,1993," Alan Gerry",NA,"Cable TV","Industrial: Media",64,1,144.475,0.57,"2019",-43.48776,1.754386,701754386
"2871",600000000,1994," Alan Gerry",NA,"Cable TV","Industrial: Media",65,1,148.225,0.58,"2019",-42.02093,1.724138,1034482759
"2872",795000000,1995," Alan Gerry",NA,"Cable TV","Industrial: Media",66,1,152.3833,0.6,"2019",-40.39437,1.666667,1325000000
"2873",665000000,1996," Alan Gerry",NA,"Cable TV","Industrial: Media",67,1,156.8583,0.61,"2019",-38.64395,1.639344,1090163934
"2874",970000000,1997," Alan Gerry",NA,"Cable TV","Industrial: Media",68,1,160.525,0.63,"2019",-37.20971,1.587302,1539682540
"2875",1300000000,1998," Alan Gerry",NA,"Cable TV","Industrial: Media",69,1,163.0083,0.64,"2019",-36.23834,1.5625,2031250000
"2876",2000000000,1999," Alan Gerry",NA,"Cable TV","Industrial: Media",70,1,166.5833,0.65,"2019",-34.83996,1.538462,3076923077
"2877",2600000000,2000," Alan Gerry",NA,"Cable TV","Industrial: Media",71,1,172.1917,0.67,"2019",-32.64622,1.492537,3880597015
"2878",1900000000,2001," Alan Gerry",NA,"cable TV","Industrial: Media",72,1,177.0417,0.69,"2019",-30.74912,1.449275,2753623188
"2879",875000000,2002," Alan Gerry",NA,"cable TV","Industrial: Media",73,1,179.8667,0.7,"2019",-29.6441,1.428571,1250000000
"2880",1100000000,2003," Alan Gerry",NA,"cable TV","Industrial: Media",74,1,184,0.72,"2019",-28.02733,1.388889,1527777778
"2881",1200000000,2004," Alan Gerry",NA,"Cablevision Industries","Industrial: Media",75,1,188.9083,0.74,"2019",-26.1074,1.351351,1621621622
"2882",1300000000,2005," Alan Gerry",NA,"Cable television","Industrial: Media",76,1,195.2667,0.76,"2019",-23.6203,1.315789,1710526316
"2883",1400000000,2006," Alan Gerry",NA,"cable television","Industrial: Media",77,1,201.5583,0.79,"2019",-21.15928,1.265823,1772151899
"2884",1600000000,2007," Alan Gerry",NA,"Cable television","Industrial: Media",78,1,207.3442,0.81,"2019",-18.89612,1.234568,1975308642
"2885",1600000000,2008," Alan Gerry",NA,"cable television","Industrial: Media",79,1,215.2543,0.84,"2019",-15.80204,1.190476,1904761905
"2886",1100000000,2009," Alan Gerry",NA,"cable television","Industrial: Media",80,1,214.5647,0.84,"2019",-16.07178,1.190476,1309523810
"2887",1150000000,2010," Alan Gerry",NA,"cable television","Industrial: Media",81,1,218.0762,0.85,"2019",-14.69823,1.176471,1352941176
"2888",1250000000,2011," Alan Gerry",NA,"Cable Television","Industrial: Media",81,1,224.923,0.88,"2019",-12.02006,1.136364,1420454545
"2889",1300000000,2012," Alan Gerry",NA,"Cable Television","Industrial: Media",82,1,229.5861,0.9,"2019",-10.19606,1.111111,1444444444
"2890",1300000000,2013," Alan Gerry",NA,"Cable Television","Industrial: Media",83,1,232.9518,0.91,"2019",-8.879563,1.098901,1428571429
"2891",650000000,1997," Alan N. Trefler",NA,"Pegasystems, Inc.","Industrial: Technology-computer",41,1,160.525,0.63,"2019",-37.20971,1.587302,1031746032
"2892",100000000,1982," Alan Weiler",NA,"Real estate","Real Estate",46,1,96.53333,0.38,"2019",-62.24042,2.631579,263157895
"2893",150000000,1985," Alan Weiler",NA,"Real estate","Real Estate",51,1,107.6,0.42,"2019",-57.91163,2.380952,357142857
"2894",350000000,1982," Albert B. Alkek",NA,"Oil","Industrial: Energy",71,1,96.53333,0.38,"2019",-62.24042,2.631579,921052632
"2895",300000000,1983," Albert B. Alkek",NA,"Oil","Industrial: Energy",72,1,99.58333,0.39,"2019",-61.0474,2.564103,769230769
"2896",300000000,1984," Albert B. Alkek",NA,"Oil","Industrial: Energy",73,1,103.9333,0.41,"2019",-59.34587,2.439024,731707317
"2897",275000000,1985," Albert B. Alkek",NA,"Oil","Industrial: Energy",74,1,107.6,0.42,"2019",-57.91163,2.380952,654761905
"2898",310000000,1987," Albert B. Alkek",NA,"Oil","Industrial: Energy",76,1,113.6167,0.44,"2019",-55.55818,2.272727,704545455
"2899",150000000,1982," Albert Buckman (Buck) III Wharton",NA,"Oil","Industrial: Energy",35,1,96.53333,0.38,"2019",-62.24042,2.631579,394736842
"2900",165000000,1983," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",65,1,99.58333,0.39,"2019",-61.0474,2.564103,423076923
"2901",170000000,1984," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",67,1,103.9333,0.41,"2019",-59.34587,2.439024,414634146
"2902",215000000,1985," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",68,1,107.6,0.42,"2019",-57.91163,2.380952,511904762
"2903",300000000,1987," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",70,1,113.6167,0.44,"2019",-55.55818,2.272727,681818182
"2904",300000000,1988," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",71,1,118.275,0.46,"2019",-53.73604,2.173913,652173913
"2905",770000000,1989," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",72,1,123.9417,0.48,"2019",-51.51949,2.083333,1604166667
"2906",655000000,1990," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",73,1,130.6583,0.51,"2019",-48.89223,1.960784,1284313725
"2907",590000000,1991," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",74,1,136.1667,0.53,"2019",-46.73761,1.886792,1113207547
"2908",495000000,1992," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",75,1,140.3083,0.55,"2019",-45.11758,1.818182,900000000
"2909",400000000,1993," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",76,1,144.475,0.57,"2019",-43.48776,1.754386,701754386
"2910",450000000,1994," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",77,1,148.225,0.58,"2019",-42.02093,1.724138,775862069
"2911",500000000,1995," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",78,1,152.3833,0.6,"2019",-40.39437,1.666667,833333333
"2912",500000000,1996," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",79,1,156.8583,0.61,"2019",-38.64395,1.639344,819672131
"2913",690000000,1997," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",80,1,160.525,0.63,"2019",-37.20971,1.587302,1095238095
"2914",980000000,1998," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",81,1,163.0083,0.64,"2019",-36.23834,1.5625,1531250000
"2915",1000000000,1999," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",82,1,166.5833,0.65,"2019",-34.83996,1.538462,1538461538
"2916",940000000,2000," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",83,1,172.1917,0.67,"2019",-32.64622,1.492537,1402985075
"2917",1100000000,2001," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",84,1,177.0417,0.69,"2019",-30.74912,1.449275,1594202899
"2918",1200000000,2002," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",85,1,179.8667,0.7,"2019",-29.6441,1.428571,1714285714
"2919",1200000000,2003," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",86,1,184,0.72,"2019",-28.02733,1.388889,1666666667
"2920",1400000000,2004," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",87,1,188.9083,0.74,"2019",-26.1074,1.351351,1891891892
"2921",1300000000,2005," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",88,1,195.2667,0.76,"2019",-23.6203,1.315789,1710526316
"2922",1600000000,2006," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",89,1,201.5583,0.79,"2019",-21.15928,1.265823,2025316456
"2923",1900000000,2007," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",90,1,207.3442,0.81,"2019",-18.89612,1.234568,2345679012
"2924",1900000000,2008," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",91,1,215.2543,0.84,"2019",-15.80204,1.190476,2261904762
"2925",1650000000,2009," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",92,1,214.5647,0.84,"2019",-16.07178,1.190476,1964285714
"2926",1850000000,2010," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",93,1,218.0762,0.85,"2019",-14.69823,1.176471,2176470588
"2927",1700000000,2011," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",94,1,224.923,0.88,"2019",-12.02006,1.136364,1931818182
"2928",2100000000,2012," Albert Ueltschi",NA,"Flight Safety International, Inc.","Industrial: Diversified/other",95,1,229.5861,0.9,"2019",-10.19606,1.111111,2333333333
"2929",1000000000,2001," Alberto Vilar",NA,"venture capital","Finance: Money management",60,1,177.0417,0.69,"2019",-30.74912,1.449275,1449275362
"2930",900000000,2002," Alberto Vilar",NA,"money management","Finance: Money management",61,1,179.8667,0.7,"2019",-29.6441,1.428571,1285714286
"2931",750000000,2003," Alberto Vilar",NA,"money management","Finance: Money management",63,1,184,0.72,"2019",-28.02733,1.388889,1041666667
"2932",950000000,2004," Alberto Vilar",NA,"money management","Finance: Money management",63,1,188.9083,0.74,"2019",-26.1074,1.351351,1283783784
"2933",1600000000,2002," Alec Gores",NA,"leveraged buyouts","Finance: Private equity/LBO",49,1,179.8667,0.7,"2019",-29.6441,1.428571,2285714286
"2934",1600000000,2003," Alec Gores",NA,"leveraged buyouts","Finance: Private equity/LBO",50,1,184,0.72,"2019",-28.02733,1.388889,2222222222
